,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
4529,1,0,0,9,0,1,0,0,2,49.2
349,1,1,0,64,1,0,1,0,1,97.0
3041,0,0,1,1,0,0,0,1,2,49.9
5113,0,1,1,71,1,1,2,0,0,113.65
603,0,0,0,46,0,1,2,0,2,108.65
4394,0,0,0,19,0,1,0,0,2,59.55
5264,1,1,0,69,0,0,1,1,0,29.8
527,0,1,1,58,0,1,1,1,0,94.7
5533,1,0,0,21,0,0,0,1,1,95.4
3699,0,1,0,30,0,1,1,0,1,70.25
364,0,0,0,18,0,1,0,1,1,75.9
4094,0,0,0,1,0,1,0,0,2,74.0
6835,0,1,0,67,0,0,1,1,1,88.4
19,0,0,0,21,0,0,0,1,2,90.05
4454,0,0,0,4,0,0,0,0,2,19.4
6688,0,1,1,12,0,0,2,0,1,20.3
1912,0,1,1,44,0,0,1,1,1,20.5
516,0,0,0,28,1,1,1,0,2,54.3
3153,0,0,0,23,1,0,0,0,2,54.4
1460,0,0,0,5,0,0,0,1,2,85.3
4635,0,1,1,40,0,0,2,0,1,20.15
4682,1,0,0,27,0,0,0,0,0,88.3
3582,0,0,0,3,0,0,0,1,2,80.5
2804,0,1,0,9,0,0,1,0,1,24.1
6234,0,0,0,58,0,0,2,1,0,25.3
4518,1,0,0,8,0,0,0,1,2,81.25
6755,0,0,0,42,0,0,0,0,2,79.9
2177,1,1,0,72,1,0,2,1,0,102.65
4593,0,0,0,11,0,0,0,0,1,20.3
3925,0,1,0,37,0,1,1,0,2,72.1
2078,0,1,1,16,1,0,1,1,2,55.85
5000,0,0,0,6,0,1,0,1,0,49.5
1875,0,1,0,72,1,1,2,1,0,114.1
3809,0,0,0,50,0,0,1,0,0,20.15
2852,0,1,0,66,1,1,2,1,1,85.9
1467,0,0,0,23,0,1,1,1,2,73.75
2611,0,1,0,10,0,0,0,1,2,70.3
6194,0,1,1,68,0,1,1,1,1,83.65
1295,0,1,1,70,1,1,2,1,1,80.6
5633,0,0,1,6,0,0,0,0,2,26.35
2415,1,1,1,40,0,0,0,1,0,94.55
1777,0,0,0,28,0,1,0,1,0,54.9
6719,0,1,0,72,0,0,2,0,0,25.75
1115,0,0,0,39,0,1,2,1,0,53.85
5812,0,1,1,1,0,0,0,1,2,71.0
982,0,0,0,39,1,0,1,1,2,47.85
2266,1,1,0,52,1,1,1,1,1,104.45
4332,0,1,1,54,1,1,2,0,1,60.0
5337,0,0,0,20,0,1,0,0,2,50.0
1534,0,1,1,69,0,0,2,0,0,19.8
30,1,1,0,71,1,1,2,1,0,96.35
4612,0,0,1,65,0,1,2,0,2,45.25
4730,1,0,0,31,0,1,0,1,1,96.6
4857,0,0,0,20,0,0,0,0,0,24.9
6465,0,1,1,59,0,0,2,0,2,20.6
4284,1,0,0,32,0,0,0,0,2,90.95
3570,0,1,1,16,0,0,2,0,2,20.5
4563,0,0,0,10,0,0,0,1,1,80.05
75,1,0,0,56,1,0,1,0,2,110.5
5080,0,1,0,67,0,0,2,1,2,93.15
295,0,0,0,1,0,0,0,0,2,20.25
2812,0,1,0,66,0,1,1,1,2,104.05
4172,0,0,0,1,0,0,0,0,2,19.5
3566,0,0,1,53,0,1,1,1,2,84.6
5137,1,0,0,55,1,1,0,1,2,116.5
5108,0,0,0,23,0,0,0,0,0,49.7
6928,0,1,1,48,0,0,1,1,0,55.8
192,0,1,1,69,0,0,2,0,1,19.75
2866,0,0,0,12,0,0,0,1,2,84.6
2169,0,1,0,62,1,1,2,0,2,81.0
2450,0,1,1,72,1,1,2,1,1,110.45
568,0,0,0,35,0,0,0,1,2,100.25
4128,0,0,0,57,0,0,0,1,2,39.3
4205,0,1,1,24,1,0,2,0,0,78.6
6135,0,1,1,71,1,1,2,1,1,114.0
5816,0,0,0,3,0,0,0,0,2,44.6
4996,0,0,0,47,1,1,2,0,2,74.05
3306,0,1,1,3,0,1,0,1,2,80.0
6785,0,0,0,61,1,1,2,1,0,111.6
6177,0,0,0,4,0,0,0,0,2,54.3
405,0,0,0,72,0,0,2,1,0,19.8
6911,0,1,1,57,0,0,2,1,1,20.1
4155,1,0,0,72,1,1,2,1,0,117.35
5178,0,1,0,53,0,1,1,1,1,108.95
6993,1,1,0,50,0,0,0,1,2,88.05
585,1,0,0,1,0,0,0,1,2,85.7
5336,0,0,0,1,0,0,0,0,2,19.1
7019,0,0,0,39,0,0,2,0,2,20.15
5819,0,1,1,70,1,1,2,1,0,115.15
2604,0,0,0,29,0,0,0,0,1,100.55
2435,0,0,1,14,0,0,0,1,0,59.8
2590,1,1,0,25,0,0,0,0,1,88.4
298,0,1,1,40,0,0,0,1,2,74.55
4214,0,0,0,4,0,0,0,1,2,90.05
2231,0,0,0,10,0,0,0,1,2,70.0
4174,0,0,0,37,0,1,0,0,0,28.6
2622,1,1,1,28,0,0,1,1,2,51.0
2291,0,0,0,4,0,0,0,1,2,85.65
6006,0,1,1,23,0,1,0,1,1,30.35
2620,0,0,0,18,1,1,0,1,2,68.35
4253,0,1,1,22,0,0,0,1,2,88.75
3590,0,1,0,50,0,0,1,1,1,19.85
342,0,1,1,66,1,0,0,1,1,67.45
3384,0,1,1,4,0,0,0,1,2,73.75
2707,0,0,0,3,0,1,0,1,2,98.7
742,0,0,0,10,1,0,0,0,2,98.55
2250,0,0,0,15,0,0,1,0,0,20.1
660,0,0,0,4,0,0,0,1,2,24.25
4497,1,1,0,60,0,0,1,1,2,97.95
5747,0,1,0,32,1,1,1,1,0,72.8
6807,0,1,1,6,0,0,2,1,0,20.4
4938,0,1,1,17,1,0,0,1,2,89.4
6323,0,0,0,40,0,1,1,1,0,105.95
4474,0,0,0,57,0,1,2,0,0,53.35
2692,0,0,0,22,1,0,0,1,2,49.8
1145,0,1,0,32,1,0,0,1,1,75.5
5060,0,0,0,18,0,1,0,1,2,35.2
3301,1,0,0,1,0,0,0,1,2,69.6
1022,1,0,0,5,0,0,0,1,2,84.7
6355,0,0,0,68,1,1,2,0,0,110.25
6491,0,0,0,1,0,0,0,1,2,69.2
927,0,0,0,13,0,0,0,1,2,81.15
5844,0,1,0,2,0,0,0,1,0,70.4
87,0,1,1,48,0,0,2,0,1,20.65
4584,1,0,0,69,1,1,2,0,0,74.1
2206,1,1,0,57,0,0,0,1,1,95.25
3302,0,0,0,31,0,0,1,1,2,103.45
3947,0,0,0,5,1,0,0,0,0,55.8
1463,0,0,0,4,0,0,0,0,2,70.4
3109,0,0,0,56,0,0,2,1,1,25.95
5857,0,1,1,17,0,0,0,0,2,88.25
186,0,0,0,20,0,0,0,1,2,51.8
3748,0,0,0,48,0,1,2,0,0,78.9
5765,1,1,0,68,1,0,1,1,0,96.55
2148,0,0,1,6,0,0,0,0,2,19.55
5034,1,1,1,48,0,0,1,0,1,29.9
691,0,1,1,31,1,1,1,1,1,75.25
3461,0,1,1,55,1,0,0,0,2,55.7
5757,1,1,0,28,0,0,0,0,2,25.7
3697,0,1,1,32,1,0,0,0,2,89.6
6466,0,0,0,18,0,0,0,0,2,74.15
4111,0,0,0,22,0,0,1,0,1,65.25
48,0,0,0,52,1,1,2,1,0,79.75
5144,1,1,0,3,0,0,0,1,2,30.75
3811,0,0,0,2,1,1,0,1,2,54.45
1404,0,0,0,35,0,0,2,0,1,23.3
988,0,0,1,27,0,0,0,0,2,19.15
353,0,1,1,4,0,0,0,1,1,84.8
891,0,1,1,50,0,0,0,1,1,103.85
855,0,0,1,62,0,0,1,1,2,100.15
4556,0,0,0,2,0,0,0,1,2,67.75
5461,0,0,0,62,1,1,2,1,2,65.1
4595,0,1,1,68,0,1,2,0,1,85.3
4321,1,0,0,14,0,0,0,1,1,80.35
3248,1,1,0,10,0,0,0,1,2,86.65
4646,0,0,0,1,0,0,0,1,2,70.7
765,0,0,0,11,0,0,0,1,2,35.8
3668,0,1,0,22,1,0,1,1,1,59.75
4231,0,0,0,71,1,1,2,0,1,80.6
6879,0,1,0,21,0,1,0,1,2,86.05
5490,0,0,0,6,1,0,0,1,1,55.7
2693,0,0,0,72,0,0,2,0,1,19.3
3596,0,0,0,3,1,0,0,0,2,55.35
562,0,1,1,7,1,0,0,0,0,69.7
6264,0,0,0,44,0,1,2,0,1,100.1
3351,0,0,0,16,0,1,0,1,2,53.9
5437,1,0,0,20,0,0,0,1,2,61.6
1171,0,1,0,60,0,0,1,1,2,94.4
3610,0,0,0,12,0,0,0,1,1,100.15
2460,0,1,1,48,0,0,2,0,2,19.55
4430,0,1,1,32,1,1,0,0,1,61.4
4521,0,1,0,46,1,0,0,0,2,45.55
6566,0,1,1,70,1,1,2,1,0,116.55
3666,0,1,1,50,0,0,0,1,1,84.4
4818,1,1,0,64,1,0,1,0,0,80.3
2593,0,1,1,62,0,0,2,0,1,20.3
6511,0,1,1,63,1,0,2,1,1,50.65
1202,0,1,0,53,0,0,1,1,1,94.25
3295,0,1,1,72,1,1,2,0,1,80.2
1979,0,1,1,45,0,0,2,1,1,20.0
1271,0,0,0,53,1,1,1,1,2,53.6
2706,0,1,0,2,0,0,0,0,2,76.4
6775,1,0,0,57,0,0,2,1,1,79.75
1892,1,0,0,4,0,0,0,1,0,50.95
5901,0,1,1,49,0,0,0,0,2,84.5
555,0,1,1,56,1,0,1,1,1,68.75
2157,0,1,0,51,0,0,1,1,1,106.8
1614,0,1,0,67,1,1,2,1,1,50.95
4138,0,0,0,1,0,0,0,1,2,85.45
5523,0,1,0,7,0,0,0,1,1,69.2
5223,0,1,0,61,0,0,2,0,1,25.45
1451,0,0,0,18,1,0,0,0,2,69.5
5720,0,0,0,32,0,0,1,1,0,104.05
4393,0,1,0,21,0,0,0,1,2,86.5
4732,0,1,1,71,0,0,2,0,0,19.9
5046,0,0,0,1,0,0,0,0,2,45.15
2837,0,0,0,1,0,0,0,0,2,20.5
4702,1,0,0,54,0,0,1,1,2,55.45
6381,0,0,1,1,0,0,0,0,2,19.55
6686,0,1,0,72,0,1,2,1,0,109.75
618,0,0,0,57,1,1,0,1,1,87.55
2091,0,0,1,50,0,0,2,0,0,20.15
709,0,1,1,29,0,0,0,0,0,80.1
1293,0,1,1,67,0,1,2,1,1,111.2
4513,1,1,1,72,1,1,2,0,0,92.45
1605,0,0,0,65,0,0,2,1,0,19.55
6832,0,1,1,53,0,0,2,0,2,20.9
3552,0,0,0,68,1,0,2,1,1,102.1
4494,0,0,0,3,0,0,0,0,2,84.3
4500,0,1,1,61,0,1,1,0,0,103.9
2607,1,0,0,1,0,0,0,1,2,69.75
2446,0,0,0,18,0,0,0,1,0,90.0
2255,0,0,1,1,1,0,0,0,2,51.2
3006,1,0,0,14,0,0,0,1,2,74.95
4953,0,0,0,29,0,0,2,0,2,19.4
229,0,1,1,47,1,1,2,1,0,85.3
6402,0,1,1,54,0,0,2,1,1,59.8
3308,0,1,0,15,0,0,2,0,2,25.2
2179,0,0,0,5,0,0,1,0,2,19.55
2085,1,1,0,32,0,0,0,1,2,93.2
459,0,0,0,1,0,0,0,1,2,75.1
6572,0,1,0,68,1,1,2,1,0,90.8
3044,0,0,0,1,0,0,0,1,2,45.4
4039,0,0,0,7,0,0,0,1,2,94.1
3157,0,0,0,9,0,0,0,0,2,44.95
6996,0,1,1,41,0,1,1,1,1,66.5
194,0,1,1,59,0,0,2,0,0,19.3
2820,0,0,0,53,0,0,1,0,1,24.05
1927,0,1,1,47,0,1,0,1,1,107.35
4077,1,1,1,14,0,0,0,1,2,95.8
668,0,0,0,4,0,0,0,0,2,45.65
2786,0,0,1,27,1,0,1,0,2,56.2
2440,0,1,1,32,0,0,0,1,0,19.45
2746,0,1,1,31,0,0,2,0,2,21.0
2690,1,1,1,8,0,0,0,1,0,80.45
1916,0,0,0,44,0,0,0,1,1,84.8
5495,0,0,0,11,0,1,0,1,2,73.85
5531,0,1,1,68,1,0,1,0,2,44.8
4968,1,1,1,68,0,0,2,1,2,53.0
521,1,1,0,29,0,0,0,1,2,51.6
2687,0,0,0,28,0,1,0,0,2,91.0
2175,0,0,0,30,0,1,0,0,2,85.15
1540,0,1,1,63,0,0,0,1,0,80.3
2796,0,1,0,55,1,0,0,1,1,89.8
297,1,1,0,35,0,0,0,1,2,100.8
1901,0,0,0,12,0,0,1,0,2,20.15
4105,0,1,1,67,1,1,2,0,0,106.7
14,0,0,0,25,1,1,0,1,2,105.5
3934,0,0,1,10,1,1,1,0,2,40.25
580,0,1,1,12,0,0,0,0,2,19.0
612,0,0,1,66,0,0,2,0,2,20.55
6798,0,0,0,13,0,0,0,1,2,70.15
264,0,1,0,45,1,1,1,0,2,113.3
4638,0,0,0,2,0,0,0,1,2,75.55
2416,0,0,0,27,0,0,1,1,1,100.5
1753,1,1,0,72,1,1,2,1,1,96.6
2443,0,1,1,72,1,0,2,0,0,109.55
5657,0,1,0,18,0,0,0,1,2,94.75
4135,0,1,1,36,1,1,2,1,0,92.9
5643,0,0,0,1,0,1,0,1,2,75.9
4108,0,1,1,33,0,0,1,1,1,19.45
6670,0,1,1,0,0,1,2,0,2,73.35
1760,0,1,1,50,0,0,1,0,1,54.9
4783,1,1,1,71,1,0,1,0,2,69.2
3022,0,0,0,2,0,0,0,0,2,19.95
5363,0,1,1,70,0,0,2,0,2,25.35
2533,0,1,1,67,1,0,2,0,0,50.9
3655,0,1,0,32,0,0,0,0,1,19.4
6146,0,0,0,25,0,0,0,1,2,99.5
5679,0,0,0,8,0,0,0,1,2,86.55
4314,1,0,0,24,0,0,0,1,2,101.25
6485,0,1,0,64,1,0,0,1,2,73.55
6537,0,1,0,70,1,1,1,0,0,115.65
5801,1,1,0,34,0,0,0,1,2,75.55
5800,0,0,0,17,0,0,0,0,1,80.05
4578,0,0,0,10,0,1,0,1,2,60.95
2947,0,1,1,49,0,0,0,1,0,90.4
5355,0,0,0,48,1,1,0,1,2,95.4
4850,0,0,0,54,1,0,1,1,0,100.05
5688,0,1,1,41,0,0,2,1,2,20.0
6535,0,0,0,35,0,0,1,1,1,102.35
5712,0,0,0,23,0,0,0,1,1,20.3
4644,0,0,0,13,0,1,0,1,2,50.55
4763,0,1,1,58,0,0,0,1,2,91.55
543,0,0,0,10,0,0,0,1,1,86.05
3233,1,1,0,4,0,0,0,1,2,29.9
6662,0,0,0,47,1,1,1,0,0,39.65
6602,0,1,1,40,0,0,0,1,0,96.35
5881,0,0,0,34,1,1,1,1,1,79.95
3459,0,1,1,30,0,0,2,1,2,25.1
3300,0,1,1,33,0,0,1,0,2,20.1
6611,0,1,1,29,1,1,1,0,1,69.05
22,0,0,0,1,0,0,0,0,2,20.15
6697,0,0,0,30,1,0,1,1,0,79.3
6360,0,0,0,1,0,0,0,1,2,20.3
3236,0,0,0,16,0,0,0,0,2,55.3
2513,0,1,1,52,0,0,2,0,2,19.2
1923,0,1,1,37,0,0,2,0,1,19.8
5369,0,0,0,34,0,0,0,0,2,20.35
3708,0,0,0,11,0,0,2,0,2,20.4
510,1,1,1,20,1,1,1,0,0,94.3
403,0,1,0,68,1,1,1,0,1,55.9
5567,1,0,0,49,1,1,1,0,1,103.0
3897,0,1,1,72,1,1,2,1,2,115.5
4573,0,1,1,72,0,0,2,0,2,20.55
4060,0,1,1,54,0,0,2,0,0,63.35
3186,0,1,1,58,0,0,2,0,0,20.3
4298,0,0,0,10,0,0,0,0,2,46.0
2530,0,0,0,7,0,1,0,1,2,100.4
2641,1,0,0,5,1,1,0,0,0,59.9
7036,0,0,0,12,0,1,1,0,2,60.65
1847,0,1,1,55,0,0,2,0,0,19.4
2068,0,0,0,47,1,1,0,0,2,100.75
2896,0,0,0,13,0,0,1,1,2,19.95
2971,0,1,1,59,1,1,2,0,0,90.3
6013,1,1,0,50,0,1,1,1,2,100.65
3405,0,1,1,64,1,1,0,1,1,86.8
5508,0,1,0,70,0,0,2,0,1,25.15
5620,0,1,0,72,0,0,2,1,1,104.8
495,0,0,0,22,0,0,1,1,1,43.75
2329,0,0,0,57,0,1,1,0,2,94.7
6575,0,0,0,22,1,1,0,1,2,59.05
2862,0,1,0,7,0,0,0,1,2,69.35
6497,0,0,0,52,0,0,0,1,2,103.05
2843,0,1,1,52,0,0,2,0,2,19.85
5445,0,1,1,62,0,0,2,1,0,89.1
1186,0,1,0,58,1,1,1,1,1,61.05
5805,1,1,0,19,1,0,0,0,1,66.4
787,0,1,0,34,1,1,0,1,1,60.85
3314,0,0,0,37,0,0,1,0,2,80.05
6054,0,1,1,36,0,0,0,1,1,97.35
3191,1,0,0,12,0,0,0,1,0,29.35
2625,0,0,0,56,1,0,0,1,2,86.4
2917,0,1,1,68,0,0,2,1,1,19.95
2338,0,1,1,72,0,0,2,0,1,19.95
4570,0,0,0,7,0,0,0,1,2,18.95
5919,0,0,0,67,1,0,2,0,1,65.55
5393,0,0,0,1,0,0,0,1,2,70.6
4041,0,0,0,46,1,1,2,1,1,60.75
5399,0,0,0,50,0,0,1,0,1,19.75
4164,0,1,1,72,0,1,2,0,0,110.9
5153,1,1,0,41,0,0,0,1,2,94.55
2419,0,0,0,11,0,1,1,0,1,53.8
3949,0,0,1,18,1,0,0,0,2,57.65
741,0,0,0,2,1,0,0,1,2,80.45
2863,0,0,0,1,0,0,0,0,2,44.6
5685,0,1,1,45,0,0,2,0,2,19.2
277,1,1,0,21,1,0,0,1,1,64.95
4752,0,0,0,23,0,0,1,0,2,20.45
6822,1,1,0,32,0,0,0,1,0,80.3
3958,0,1,0,16,0,0,0,1,1,73.85
3710,0,1,1,10,0,0,1,0,2,20.45
3595,1,0,0,2,0,0,0,1,1,70.2
4660,0,0,0,2,0,0,0,0,2,19.5
2878,0,1,0,22,0,0,0,1,1,87.0
3855,0,1,1,53,0,1,0,0,0,65.0
2049,0,1,0,69,0,0,0,1,1,85.4
1420,0,1,0,60,0,0,0,1,2,99.8
6671,0,1,0,59,0,1,2,1,2,100.05
2975,0,0,0,3,0,1,0,0,2,60.65
2096,0,0,0,1,0,0,0,0,2,19.3
6538,0,0,0,2,0,1,0,1,2,79.85
5293,0,0,0,33,1,0,1,0,1,80.1
1005,1,1,0,53,0,0,1,1,0,95.85
6858,0,1,1,25,0,0,0,1,2,89.1
7022,0,0,0,72,0,0,1,1,2,104.95
78,1,0,0,30,1,0,0,1,2,74.75
4981,0,0,0,14,0,0,0,1,2,50.75
1327,0,1,0,59,0,0,1,1,1,99.5
3525,1,1,0,50,0,0,0,1,2,95.05
6938,0,1,1,67,0,1,2,1,1,69.9
2810,1,1,1,65,0,1,1,1,1,103.9
6810,0,0,0,15,0,1,0,1,2,29.7
2723,0,0,0,21,0,0,0,0,0,20.5
4891,0,1,0,4,0,0,0,0,2,65.6
6589,0,1,0,68,0,0,2,0,0,25.8
2951,0,1,0,20,1,1,1,1,2,64.15
4974,0,0,0,3,0,1,0,1,2,36.85
1584,1,0,0,65,0,0,2,1,1,53.5
2720,0,0,0,15,0,0,0,0,2,51.55
4418,0,1,0,58,1,0,1,0,0,60.3
2601,0,1,1,72,0,1,2,1,1,98.65
3129,0,1,0,70,0,0,1,1,1,95.0
1677,0,1,1,6,0,0,2,0,2,25.4
2399,0,1,0,12,0,0,0,1,1,49.85
1387,0,1,1,72,0,0,2,0,1,24.3
558,0,0,0,11,0,0,0,0,2,70.2
4922,0,1,1,61,1,0,0,0,2,59.8
202,0,1,1,71,1,0,2,0,2,105.55
1734,0,0,0,9,0,0,0,1,2,45.4
5664,1,0,0,10,0,0,0,1,0,84.6
3367,0,0,0,52,1,1,2,1,2,89.25
3591,0,0,0,2,1,1,0,1,2,86.25
5522,0,0,0,1,0,0,0,1,2,70.15
2605,0,0,0,13,0,0,2,1,2,20.4
6605,1,0,0,66,0,1,1,0,0,110.9
1472,0,1,1,13,0,0,0,1,0,74.4
5600,0,1,1,7,0,0,0,1,1,69.95
479,0,0,1,15,0,0,0,0,1,69.0
3250,0,1,0,11,0,0,1,1,2,20.55
3000,0,0,0,12,0,0,0,1,2,84.45
4006,0,1,1,72,0,0,2,1,0,19.8
4663,1,0,0,4,0,0,0,1,2,74.9
2748,0,0,0,4,0,0,0,1,2,44.55
4997,1,0,0,2,0,0,0,1,2,44.7
3844,0,0,0,35,1,1,1,1,0,85.95
332,0,0,0,46,0,0,1,1,0,94.9
4909,0,1,0,51,1,1,2,1,0,83.85
1312,0,0,0,48,1,1,1,1,1,70.95
586,0,0,0,52,1,0,2,1,0,63.25
2766,0,1,0,64,1,1,1,1,2,115.0
5497,0,1,1,49,0,0,1,1,1,51.8
2916,0,0,0,51,1,1,0,1,0,44.45
3005,1,0,0,24,0,0,0,1,2,20.3
6002,0,1,0,6,0,0,0,1,2,82.85
4949,0,0,0,5,0,0,0,1,2,51.0
6224,0,1,1,51,0,1,1,0,1,84.2
1490,1,1,0,66,0,0,1,1,1,70.85
4405,0,1,1,6,0,0,0,1,0,83.55
6931,0,0,0,58,1,0,1,0,1,99.15
2648,0,0,0,35,1,0,0,1,2,59.6
3003,0,0,1,27,0,1,0,1,2,79.5
6523,0,0,0,15,1,1,1,0,2,45.9
6314,0,0,0,6,0,0,0,1,2,73.85
6439,0,1,1,35,1,1,0,1,2,106.9
2362,0,1,1,49,1,0,0,1,2,39.2
4942,0,1,1,4,0,0,0,1,2,50.9
482,1,0,0,20,0,0,0,1,2,81.45
171,0,1,0,2,0,1,0,1,2,104.4
2451,0,1,1,28,1,0,1,0,2,106.1
4720,1,0,0,64,0,1,1,0,2,102.1
3087,0,0,0,8,0,0,0,1,2,87.05
190,0,1,1,43,1,1,1,1,0,71.9
2299,0,0,0,48,1,0,2,0,0,55.5
1134,0,1,1,26,1,0,0,0,2,81.95
6598,0,0,0,57,1,1,2,1,0,74.3
5569,1,1,0,3,0,1,0,1,2,83.9
2088,0,0,0,36,0,0,1,0,2,55.8
915,1,1,0,1,0,0,0,1,2,73.55
1324,0,1,1,4,0,0,0,0,2,20.35
2121,0,0,0,1,0,0,0,0,2,20.45
1172,1,1,1,32,0,0,0,1,2,100.4
4715,0,0,0,64,1,1,2,1,0,86.4
3478,0,0,0,23,1,0,1,1,2,78.55
1208,0,0,0,1,0,0,0,1,2,80.25
1705,1,1,0,55,0,1,0,0,2,90.45
4233,0,1,0,33,1,1,2,0,1,59.55
970,0,0,0,1,0,0,0,0,2,90.55
4531,0,1,1,9,0,0,0,1,1,79.35
4684,0,0,0,69,0,1,1,1,1,104.05
1112,1,0,0,71,1,1,2,0,2,89.85
6929,0,0,1,25,0,0,0,0,0,20.05
4446,1,0,0,3,0,0,0,1,2,79.9
1744,0,1,0,41,1,0,1,1,1,104.45
6170,0,0,0,1,0,0,0,0,0,19.4
5288,0,0,0,1,0,0,0,1,2,79.65
6030,0,0,0,43,0,0,0,1,1,49.05
2740,0,0,0,1,0,0,0,0,2,44.4
5081,0,1,1,53,1,1,2,1,2,69.7
6164,1,1,0,45,1,1,2,0,0,75.15
5032,0,0,0,12,0,0,0,1,2,89.15
6691,0,0,0,39,1,1,1,0,1,41.15
6287,0,0,0,26,0,0,0,1,2,83.95
2226,0,1,1,23,1,1,2,0,2,34.6
1786,0,0,0,38,0,1,0,1,0,84.25
6367,0,0,0,70,1,1,2,0,1,48.4
3715,1,0,0,11,0,0,0,1,2,78.5
6811,0,1,0,1,0,0,0,1,2,50.35
5289,0,0,0,61,1,1,1,1,2,115.1
1073,0,0,0,7,0,0,0,1,1,98.05
2195,0,1,0,28,0,0,1,0,2,25.55
2214,0,0,0,14,0,0,0,1,2,86.3
4261,0,0,0,57,0,1,1,1,2,54.65
3252,0,1,1,17,1,1,1,1,2,62.1
4043,1,1,0,59,1,1,2,1,0,64.05
6310,0,0,0,60,1,0,1,1,2,44.45
4207,0,0,0,21,1,1,0,1,2,43.55
2216,1,0,0,64,1,1,0,1,1,108.95
226,0,1,1,31,1,1,1,1,2,81.15
2841,0,0,0,3,0,0,0,0,2,25.1
1812,0,1,0,17,0,0,1,1,1,96.65
2626,0,1,0,60,1,0,1,0,2,50.05
4923,0,0,0,52,1,0,0,1,1,49.75
224,0,0,0,12,0,0,1,1,1,19.35
6509,1,1,0,1,0,0,0,0,2,25.05
6158,0,0,0,2,0,0,0,1,2,19.65
2567,0,1,0,60,0,0,0,1,2,95.75
1886,0,1,1,67,1,1,2,1,1,60.4
4184,1,1,0,5,0,0,0,1,1,79.9
385,1,1,0,11,0,0,0,0,2,19.95
6259,0,1,1,60,0,1,2,0,1,76.95
1077,0,0,0,41,1,1,0,1,1,114.5
472,0,1,0,9,0,0,0,1,2,70.05
2340,0,1,1,48,1,0,1,0,0,45.0
3635,0,1,0,72,0,0,2,0,2,24.55
4208,0,1,0,69,0,1,1,1,0,60.8
4248,0,1,0,56,0,1,0,0,2,90.55
4902,0,0,0,24,1,1,0,0,0,56.35
3943,1,0,0,1,0,0,0,0,2,44.0
4719,0,0,0,36,0,0,0,1,2,84.9
2135,0,0,0,56,1,0,0,1,0,106.6
6174,0,0,0,4,0,0,0,1,2,29.65
1095,0,0,0,1,0,0,0,1,2,80.55
1882,0,1,1,29,1,0,0,1,2,60.2
1014,0,1,1,18,0,0,0,0,2,57.45
6113,0,0,0,21,0,0,0,0,2,75.3
1931,0,1,0,53,0,1,1,1,1,111.8
6958,0,1,1,13,0,0,2,1,1,19.75
36,0,0,0,5,0,0,0,1,2,69.7
6428,0,0,0,6,0,0,0,1,2,69.25
4935,1,1,0,45,0,0,1,0,0,24.7
5628,0,0,0,13,1,0,0,1,2,96.65
131,0,1,1,25,1,0,0,1,0,58.6
5743,1,0,0,38,0,0,2,0,2,20.2
2089,0,0,0,50,0,1,2,0,0,39.7
6297,0,1,1,64,1,1,1,0,2,113.35
6001,0,0,0,1,0,0,0,1,2,24.9
6128,0,1,0,14,0,0,0,1,2,78.1
4520,0,1,1,1,0,0,0,0,1,19.95
4764,0,0,0,2,0,0,0,1,2,45.15
1500,0,0,0,37,0,0,0,1,0,40.2
5512,0,1,1,9,0,0,0,1,2,55.3
6152,0,0,0,16,0,0,0,1,0,93.2
6852,0,1,1,44,0,1,0,1,2,61.9
6346,1,1,1,1,0,1,0,1,0,49.25
6480,0,0,1,13,0,1,0,0,2,53.45
4285,0,1,1,45,1,1,2,0,0,73.85
2709,1,1,0,41,0,0,0,1,2,53.95
6270,0,1,1,29,0,0,2,0,2,20.2
1708,0,0,0,4,0,1,0,1,2,74.4
2401,1,0,1,11,0,1,0,1,2,54.55
2536,0,0,0,25,0,0,1,0,1,25.3
3740,0,1,1,2,0,0,0,1,2,71.65
2060,0,1,1,71,1,1,2,0,2,90.35
2308,0,1,1,71,1,0,1,1,1,104.65
4808,0,0,0,54,1,1,2,0,2,80.6
3739,0,0,0,24,0,0,1,0,2,24.6
6193,0,0,1,13,0,0,1,1,0,104.15
11,0,0,0,16,0,0,2,0,0,18.95
3142,0,0,0,1,0,0,0,0,2,19.8
1836,0,0,0,24,0,1,0,1,2,96.0
6992,0,1,1,71,0,0,1,0,1,100.55
5991,0,0,0,16,1,0,0,1,2,94.25
3713,1,1,0,46,0,0,0,1,2,80.4
2889,0,1,1,58,1,0,1,0,2,50.0
4681,1,0,0,9,0,0,0,1,2,83.85
4544,0,1,0,1,0,0,0,1,2,80.55
6708,1,0,0,14,0,0,0,1,2,74.3
1346,0,1,1,14,0,0,0,1,2,87.25
6169,0,0,0,1,0,0,0,1,1,44.9
5050,0,1,0,66,1,0,2,1,0,106.05
4168,0,1,0,61,1,1,2,1,2,62.15
5941,0,0,0,36,0,1,0,1,1,34.85
1716,0,0,0,8,0,0,0,1,0,54.75
5302,0,1,1,10,0,1,0,1,2,65.5
4160,0,0,0,26,1,1,1,0,1,75.0
3033,0,1,0,68,1,0,2,1,1,110.8
2055,0,0,0,45,1,1,0,1,0,108.45
995,0,0,0,35,0,1,0,0,0,85.3
4398,0,1,1,70,1,0,2,0,0,68.95
